Iteration,RMS_px,Parameters
3494,3.9230568078367343,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.911835499  -47.9586761661  36.8171824433  48.2740144192
 -42.3815709075]"
3495,3.922782207368995,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9118448735 -47.9588451869  36.8171957036  48.27400263
 -42.3815661332]"
3496,3.9224712530276493,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9118447571 -47.958842483   36.8171955999  48.2740027183
 -42.3815662451]"
3497,3.9222417405480217,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9118501339 -47.9589398453  36.8172031449  48.2739960295
 -42.3815634575]"
3498,3.92201113564491,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9118603938 -47.9591259742  36.8172175129  48.2739832896
 -42.3815581118]"
3499,3.921594499654258,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9118785607 -47.9594553475  36.8172429636  48.2739607298
 -42.381548657 ]"
3500,3.920664082997701,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9119147386 -47.9601103459  36.8172937026  48.2739157793
 -42.3815298848]"
3501,3.919744572901379,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9119874417 -47.9614275029  36.8173956545  48.2738254026
 -42.3814921315]"
3502,3.9187619692449895,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9120075705 -47.9617898339  36.8174239996  48.273800359
 -42.3814818064]"
3503,3.91846477359828,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9120032229 -47.9617107002  36.8174179231  48.2738057583
 -42.3814840843]"
3504,3.9182450482850353,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9120063205 -47.9617664294  36.817422288   48.273801903
 -42.3814824965]"
3505,3.918027264488976,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9120149819 -47.9619229183  36.8174344567  48.2737911317
 -42.3814780215]"
3506,3.917370502537191,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9120440817 -47.9624480194  36.8174753812  48.2737549249
 -42.3814630266]"
3507,3.917049526822515,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9120654058 -47.9628329499  36.8175053607  48.2737283981
 -42.3814520293]"
3508,3.916647484096717,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9120840279 -47.9631686545  36.8175315695  48.2737052201
 -42.3814424529]"
3509,3.9162619404902044,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9120982151 -47.9634234486  36.817551595   48.2736875392
 -42.3814352134]"
3510,3.9158607968911463,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9121128505 -47.9636859346  36.8175722781  48.2736692865
 -42.3814277674]"
3511,3.915416024447083,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9121293541 -47.9639798503  36.8175957378  48.2736486396
 -42.3814194966]"
3512,3.9149711369531652,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9121380256 -47.964134345   36.8176080706  48.2736377769
 -42.3814151522]"
3513,3.914765294507152,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9121356359 -47.9640903091  36.8176047832  48.2736407013
 -42.3814164456]"
3514,3.914599742286667,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9121318653 -47.9640209914  36.8175995873  48.2736453172
 -42.3814184777]"
3515,3.914410372182382,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9121311163 -47.9640056179  36.817598694   48.2736461311
 -42.3814189965]"
3516,3.914172529766082,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9121324595 -47.9640275472  36.817600788   48.2736443033
 -42.3814184729]"
3517,3.9139480469497094,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9121461699 -47.9642735157  36.8176202107  48.2736271249
 -42.3814115205]"
3518,3.9137977224393876,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9121579525 -47.9644845562  36.8176369698  48.2736122806
 -42.3814055902]"
3519,3.913620998971624,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9121630109 -47.964576008   36.817644076   48.2736059862
 -42.3814029752]"
3520,3.9133357774662736,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9121755339 -47.9648015339  36.8176617712  48.2735903055
 -42.3813965782]"
3521,3.912965055288128,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9121952054 -47.9651549083  36.8176896719  48.2735655733
 -42.3813866078]"
3522,3.9126078603367316,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9122127136 -47.965468231   36.8177146378  48.2735434376
 -42.3813778347]"
3523,3.9124498451873206,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9122230878 -47.965654277   36.8177293829  48.2735303699
 -42.3813726001]"
3524,3.912150454053492,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9122334835 -47.9658390738  36.8177443538  48.2735170867
 -42.3813674993]"
3525,3.911900967670158,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9122397544 -47.9659503177  36.8177534153  48.273509046
 -42.3813644417]"
3526,3.911716986006132,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9122496198 -47.9661248914  36.8177676627  48.2734964417
 -42.3813596376]"
3527,3.9115822924925694,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9122477278 -47.9660911892  36.8177649314  48.2734988771
 -42.3813605624]"
3528,3.911480690143097,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9122485741 -47.966106332   36.8177661012  48.2734978691
 -42.3813601162]"
3529,3.911276861949258,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9122566009 -47.9662495463  36.8177775057  48.2734878265
 -42.3813560763]"
3530,3.91093895700042,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9122787009 -47.9666434523  36.8178089894  48.2734600699
 -42.3813450106]"
3531,3.9105792528430356,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9123040371 -47.9670949699  36.817845137   48.2734281649
 -42.381332358 ]"
3532,3.91035416659389,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9123191723 -47.9673646291  36.8178667881  48.2734090155
 -42.3813248353]"
3533,3.9101676146614808,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9123323258 -47.9675983919  36.8178856432  48.273392358
 -42.3813183307]"
3534,3.910045843570818,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9123398689 -47.9677324106  36.8178964495  48.2733828197
 -42.3813145971]"
3535,3.909728643995601,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9123595102 -47.9680808371  36.8179245845  48.2733580353
 -42.3813048815]"
3536,3.909486462623904,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9123727801 -47.9683155009  36.8179436236  48.2733413034
 -42.381298347 ]"
3537,3.9091194533499523,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.912394662  -47.968701437   36.8179750543  48.2733137429
 -42.3812876076]"
3538,3.908895097568929,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9124037612 -47.9688603263  36.817988223   48.2733022587
 -42.3812832229]"
3539,3.908745215277184,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9124019302 -47.9688271104  36.817985647   48.2733045573
 -42.3812841658]"
3540,3.9086336466524387,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9124015585 -47.968819918   36.8179851761  48.2733049802
 -42.3812843922]"
3541,3.908503618045,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9124084845 -47.9689421116  36.8179951808  48.2732961663
 -42.3812810213]"
3542,3.908282174506598,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9124220001 -47.969180078   36.8180147581  48.2732789258
 -42.3812744776]"
3543,3.9080442858991984,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9124387018 -47.9694744706  36.8180389195  48.2732576422
 -42.3812663694]"
3544,3.9079307486902857,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.912442773  -47.9695459247  36.8180448451  48.2732524257
 -42.3812644155]"
3545,3.9078459452461587,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9124465943 -47.9696120893  36.8180505108  48.2732474474
 -42.3812626479]"
3546,3.90778378446027,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9124473767 -47.9696254802  36.818051704   48.2732463911
 -42.3812623047]"
3547,3.907761864076451,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9124460628 -47.9696020847  36.8180498256  48.2732480508
 -42.381262958 ]"
3548,3.9076813930056993,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9124433859 -47.9695532923  36.8180461246  48.2732513341
 -42.3812643708]"
3549,3.9075710053660253,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9124428115 -47.9695406601  36.8180455717  48.2732518525
 -42.3812648302]"
3550,3.907497746074693,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9124427919 -47.969535134   36.8180461327  48.2732514166
 -42.3812652176]"
3551,3.907295318302239,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9124475299 -47.9696171331  36.818053157   48.2732452478
 -42.3812630267]"
3552,3.907181696164134,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9124521983 -47.9696985604  36.8180600103  48.2732392214
 -42.3812608226]"
3553,3.907045004855518,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9124588136 -47.9698134319  36.8180697712  48.2732306495
 -42.3812577324]"
3554,3.906863599386034,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.912465199  -47.9699228616  36.8180793271  48.273222294
 -42.3812548399]"
3555,3.906712775425865,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.912480047  -47.9701768501  36.8181015798  48.2732028554
 -42.3812481378]"
3556,3.906499389990074,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9124775803 -47.9701327899  36.8180980331  48.2732060138
 -42.3812493565]"
3557,3.9064053105848666,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9124756039 -47.9700969562  36.8180952368  48.2732085201
 -42.3812503644]"
3558,3.9062035352675877,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.912480749  -47.970183079   36.8181030528  48.2732017839
 -42.3812481257]"
3559,3.9060482481983243,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9124896667 -47.9703312629  36.8181167254  48.2731900086
 -42.381244326 ]"
3560,3.9058319913842636,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9124963585 -47.9704473351  36.8181265803  48.2731813773
 -42.3812411931]"
3561,3.9056148936294215,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9125067444 -47.9706268993  36.8181419298  48.2731679478
 -42.381236367 ]"
3562,3.9051976866497613,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9125275252 -47.9709842936  36.8181727858  48.2731410194
 -42.3812268128]"
3563,3.9045653604405186,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9125703635 -47.9717174493  36.8182366326  48.2730854507
 -42.3812072937]"
3564,3.903838146522813,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9126040009 -47.9722922272  36.8182868714  48.2730417343
 -42.3811920337]"
3565,3.903507527630583,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9126103615 -47.97239861    36.8182965467  48.2730333983
 -42.3811892716]"
3566,3.9031372636146857,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9126220461 -47.9725948509  36.8183142518  48.273018122
 -42.3811841492]"
3567,3.9027988248685244,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9126347161 -47.9728093153  36.8183333211  48.2730016131
 -42.3811785026]"
3568,3.9021032299459675,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9126767613 -47.9735252     36.8183962912  48.2729469502
 -42.3811595393]"
3569,3.9013060741899155,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9127065948 -47.9740337059  36.818440956   48.2729081455
 -42.3811460647]"
3570,3.9006350442178865,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9127277013 -47.9743954931  36.8184724207  48.2728807291
 -42.3811364287]"
3571,3.899628905303111,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9127682239 -47.9750901434  36.8185328499  48.272828062
 -42.3811179346]"
3572,3.8986643097160423,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9128129231 -47.9758541649  36.8185997051  48.2727698621
 -42.381097664 ]"
3573,3.8976803456407625,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9128857174 -47.9770973509  36.8187087022  48.2726749918
 -42.3810647262]"
3574,3.89707197374218,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9128944268 -47.97724574    36.8187218208  48.2726635654
 -42.3810608214]"
3575,3.8965800607029233,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9128989382 -47.9773215935  36.8187287375  48.2726575573
 -42.3810588692]"
3576,3.8958495937054605,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9129265014 -47.9777918794  36.8187701952  48.2726214255
 -42.3810464735]"
3577,3.895365167427394,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9129749794 -47.9786196075  36.8188429694  48.2725580229
 -42.3810246045]"
3578,3.89495389368264,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9129758244 -47.9786347637  36.8188441522  48.2725569801
 -42.3810241729]"
3579,3.8946729798194326,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9129857858 -47.978805747   36.8188590243  48.272544
 -42.3810196241]"
3580,3.894157420532539,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9130083248 -47.9791920102  36.8188927693  48.2725145519
 -42.38100938  ]"
3581,3.8935103975605014,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9130419217 -47.9797668361  36.818943211   48.2724705472
 -42.380994179 ]"
3582,3.8929335458425873,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9130769253 -47.9803658313  36.8189957972  48.2724246628
 -42.3809783429]"
3583,3.8926078329181677,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9130785098 -47.9803923131  36.8189982545  48.2724225391
 -42.3809776641]"
3584,3.892169974637006,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9130833711 -47.980474384   36.8190057044  48.2724160832
 -42.3809755277]"
3585,3.891851381271679,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9130917135 -47.980616623   36.8190183034  48.2724051313
 -42.3809717698]"
3586,3.8916420756912076,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9131135957 -47.9809901412  36.8190512203  48.2723765265
 -42.3809618666]"
3587,3.8913256711751862,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9131178354 -47.9810627725  36.8190575587  48.2723710035
 -42.3809599356]"
3588,3.891195911356677,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.913122105  -47.9811358025  36.819063939   48.2723654596
 -42.3809579889]"
3589,3.8908362599158823,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9131380735 -47.9814084075  36.8190878654  48.2723447004
 -42.3809507315]"
3590,3.8903743369017136,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9131599565 -47.9817811987  36.8191207275  48.2723162392
 -42.3809408153]"
3591,3.8901091092831415,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9131787414 -47.9821011176  36.8191489636  48.2722917824
 -42.3809323131]"
3592,3.8896461292094755,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9132016446 -47.982490545   36.819183436   48.2722619683
 -42.380921967 ]"
3593,3.8893368308347225,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9132171897 -47.9827543957  36.8192068905  48.2722417079
 -42.3809149666]"
3594,3.889108230808867,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9132314377 -47.9829959419  36.8192284128  48.2722231419
 -42.3809085569]"
3595,3.8889216063776773,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9132368237 -47.9830872225  36.8192365656  48.2722161102
 -42.3809061365]"
3596,3.888728128192889,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9132421212 -47.9831771628  36.8192445695  48.2722092043
 -42.3809037452]"
3597,3.888452874668862,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9132547604 -47.98339206    36.819263623   48.2721927456
 -42.3808980267]"
3598,3.8881582641239607,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9132714393 -47.9836757998  36.8192887569  48.2721710255
 -42.3808904743]"
3599,3.887933086697052,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9132916507 -47.9840195789  36.8193192134  48.2721447024
 -42.380881328 ]"
3600,3.8876881084332027,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9133041515 -47.9842323243  36.8193380588  48.272128412
 -42.3808756653]"
