Iteration,RMS_px,Parameters
9365,3.0802541559985435,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9505504765 -48.7489741495  36.8523705408  48.2512674845
 -42.3496714423]"
9366,3.079865613440439,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.950579085  -48.7494403579  36.8523895968  48.2512512139
 -42.349659643 ]"
9367,3.079406786604892,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9506420281 -48.7504654078  36.8524315505  48.2512154192
 -42.349633715 ]"
9368,3.078948097782368,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9506570649 -48.7507094626  36.8524416098  48.2512068635
 -42.3496275646]"
9369,3.078804891981931,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9506609264 -48.7507714621  36.8524442221  48.2512046662
 -42.3496260191]"
9370,3.0785713298514676,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9506767172 -48.7510270494  36.852454815   48.2511956856
 -42.3496195937]"
9371,3.0782422405763428,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9507087101 -48.7515463628  36.8524762119  48.2511774949
 -42.3496064988]"
9372,3.0778801790051262,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9507408593 -48.7520662746  36.8524977983  48.2511592126
 -42.3495934389]"
9373,3.077662771057948,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9507561428 -48.7523140506  36.8525080336  48.2511505238
 -42.3495871984]"
9374,3.0773404764855457,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9507808905 -48.7527150875  36.852524615   48.2511364535
 -42.3495771026]"
9375,3.07696005249942,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9508124617 -48.7532263206  36.8525457854  48.2511185022
 -42.349564243 ]"
9376,3.0761341941020732,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9508897642 -48.7544768658  36.8525976752  48.2510745435
 -42.3495328197]"
9377,3.075361205922874,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9509596709 -48.7556069659  36.8526446369  48.251034786
 -42.3495044453]"
9378,3.0749260813906303,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9509891089 -48.7560817003  36.8526644652  48.2510180368
 -42.3494925585]"
9379,3.074543294751338,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9510155162 -48.7565070658  36.852682276   48.251003006
 -42.3494819235]"
9380,3.0741805023090545,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9510403814 -48.7569077608  36.8526990401  48.2509888517
 -42.3494719017]"
9381,3.073453361056578,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.951103969  -48.7579331949  36.852741878   48.2509526584
 -42.3494462343]"
9382,3.0726341275178206,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9511983214 -48.759456071   36.8528053812  48.2508989629
 -42.3494080776]"
9383,3.0721606734605222,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9512248346 -48.7598839817  36.8528232275  48.2508838732
 -42.3493973573]"
9384,3.0713664923602697,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.951286106  -48.7608724326  36.85286449    48.2508489984
 -42.3493726065]"
9385,3.0708270349191062,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9513413638 -48.7617625663  36.8529017637  48.2508175364
 -42.3493503559]"
9386,3.070304909581795,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9513871138 -48.7624994113  36.8529326288  48.2507914893
 -42.3493319395]"
9387,3.069999718594731,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9514121999 -48.7629027815  36.8529495832  48.2507772043
 -42.3493218761]"
9388,3.0696326517935186,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9514398106 -48.7633461732  36.8529682702  48.2507614797
 -42.3493108301]"
9389,3.068870698517785,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.951497591  -48.764273781   36.8530073884  48.2507285745
 -42.3492877273]"
9390,3.067812053453602,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9515910078 -48.7657729683  36.8530706552  48.2506753824
 -42.349250399 ]"
9391,3.0668242355808393,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.951692593  -48.7674037561  36.8531394284  48.2506175485
 -42.3492097762]"
9392,3.0666502604007464,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9516683453 -48.7670136149  36.8531230501  48.250631362
 -42.3492195131]"
9393,3.0664853907697016,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9516575617 -48.7668393675  36.8531157963  48.2506375175
 -42.3492238749]"
9394,3.0662336948324507,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9516669793 -48.7669896221  36.8531222084  48.250632175
 -42.3492201467]"
9395,3.065325524442716,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9517359308 -48.7680941283  36.8531689783  48.2505929821
 -42.3491926646]"
9396,3.064942150100358,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9517675919 -48.7686004192  36.8531904887  48.2505750021
 -42.3491800816]"
9397,3.0641075124875368,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9518505136 -48.7699299163  36.8532466853  48.2505278491
 -42.3491469794]"
9398,3.0633772010796414,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9519422442 -48.7714011418  36.8533088317  48.2504756787
 -42.3491103396]"
9399,3.0628916793555723,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.951997936  -48.7722935692  36.8533465919  48.2504440249
 -42.3490881248]"
9400,3.062800714475731,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9519875596 -48.7721268435  36.8533395732  48.2504499345
 -42.3490922807]"
9401,3.062531280001169,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9519913834 -48.7721862941  36.8533422354  48.2504478042
 -42.3490908265]"
9402,3.0622910289712197,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.952011978  -48.7725149064  36.8533562535  48.250436129
 -42.3490826678]"
9403,3.0616720251065384,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9520744467 -48.7735121038  36.8533987587  48.2504007041
 -42.3490579041]"
9404,3.0612813342470715,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9521337043 -48.7744556994  36.8534391709  48.25036715
 -42.3490345077]"
9405,3.0610254462543947,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9521326692 -48.7744405392  36.8534384145  48.2503677049
 -42.3490348648]"
9406,3.0609230887281433,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9521360142 -48.7744941087  36.8534406852  48.2503658016
 -42.3490335334]"
9407,3.0607171239075086,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.952152268  -48.7747534615  36.8534517519  48.2503565806
 -42.3490270979]"
9408,3.0602644093050624,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9521952679 -48.7754388803  36.8534810566  48.250332202
 -42.3490101006]"
9409,3.059705167089889,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9522792025 -48.7767770287  36.8535382504  48.2502846085
 -42.3489769142]"
9410,3.0594269836896433,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9522896804 -48.7769435331  36.8535454108  48.2502786798
 -42.3489727927]"
9411,3.0593028503973745,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9522972026 -48.7770629522  36.8535505566  48.2502744245
 -42.3489698393]"
9412,3.0589880450063682,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9523324977 -48.7776246627  36.853574649   48.2502544261
 -42.3489559276]"
9413,3.0586212032888427,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9523727943 -48.7782656574  36.8536021688  48.2502315985
 -42.3489400582]"
9414,3.0583131243874675,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9524054941 -48.7787859406  36.8536244977  48.2502130676
 -42.3489271777]"
9415,3.057898698173886,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.952454862  -48.7795710677  36.8536582244  48.2501850959
 -42.3489077478]"
9416,3.0576540235779355,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.952476467  -48.7799142374  36.8536730039  48.2501728592
 -42.3488992645]"
9417,3.0574385699791256,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9524904804 -48.7801358257  36.8536826327  48.2501649391
 -42.3488938052]"
9418,3.0571597118860536,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9525204433 -48.7806102208  36.8537031921  48.2501480005
 -42.3488821029]"
9419,3.0570545368950603,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9525237875 -48.7806625387  36.8537055116  48.2501461251
 -42.3488808215]"
9420,3.0568953713794307,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9525358946 -48.7808537608  36.8537138354  48.2501392972
 -42.3488761086]"
9421,3.0566651433542518,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9525596996 -48.7812300981  36.853730188   48.2501258639
 -42.3488668279]"
9422,3.0563495423840794,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9526007197 -48.7818780528  36.8537583894  48.2501027278
 -42.3488508578]"
9423,3.0561454648645943,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9526145691 -48.7820970027  36.8537679027  48.2500949147
 -42.3488454573]"
9424,3.055817525338097,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9526422977 -48.7825343743  36.8537869902  48.2500792965
 -42.3488346839]"
9425,3.055590101814621,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.952663389  -48.7828660108  36.8538015495  48.2500674453
 -42.3488265288]"
9426,3.055489008244468,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9526738225 -48.7830296378  36.8538087674  48.2500615977
 -42.348822509 ]"
9427,3.0553160855567842,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9526901897 -48.7832862289  36.8538200954  48.2500524233
 -42.3488162087]"
9428,3.05519279279951,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9526999542 -48.7834386837  36.8538268762  48.2500469718
 -42.3488124711]"
9429,3.054966509153811,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9527171625 -48.783705977   36.8538388772  48.2500374143
 -42.3488059306]"
9430,3.0547834147607977,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9527337284 -48.7839639447  36.8538504044  48.2500281961
 -42.3487996094]"
9431,3.054678907818734,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9527384687 -48.7840371123  36.8538537261  48.2500255841
 -42.3487978211]"
9432,3.054515067434539,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9527487716 -48.7841971222  36.8538609101  48.2500198708
 -42.3487939021]"
9433,3.0543116072687786,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9527639528 -48.7844329118  36.853871497   48.2500114465
 -42.3487881295]"
9434,3.0539254935137263,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9527991004 -48.784979451   36.8538959863  48.2499919139
 -42.3487747463]"
9435,3.0535424247679672,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9528545714 -48.78584256    36.853934619   48.2499610594
 -42.3487536106]"
9436,3.0533056036318316,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9528607194 -48.7859386219  36.8539388872  48.2499576221
 -42.3487512563]"
9437,3.0531949390135686,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9528664299 -48.7860278629  36.8539428518  48.2499544273
 -42.3487490698]"
9438,3.0530090058808557,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9528825115 -48.7862784738  36.8539540406  48.2499454619
 -42.3487429329]"
9439,3.052596501780457,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9529225684 -48.7869021251  36.8539819305  48.2499231553
 -42.3487276645]"
9440,3.0522073801849263,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9529681388 -48.7876111206  36.8540136776  48.249897797
 -42.3487103108]"
9441,3.0516923551682655,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.95301942   -48.7884084519  36.8540494207  48.2498692836
 -42.3486907975]"
9442,3.051284757293021,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9530620021 -48.7890698253  36.8540791263  48.2498456345
 -42.348674617 ]"
9443,3.0510090826911753,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9530894553 -48.7894955934  36.8540983015  48.2498304114
 -42.348664206 ]"
9444,3.0507298659679187,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9531111803 -48.7898321151  36.8541134921  48.2498183789
 -42.3486559816]"
9445,3.050058558554518,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9531674926 -48.7907047541  36.8541528564  48.2497871721
 -42.3486346544]"
9446,3.04949426019685,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.953261734  -48.7921655095  36.8542187193  48.2497349397
 -42.3485989472]"
9447,3.0490697700208287,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.953263631  -48.792195075   36.8542200413  48.2497338791
 -42.3485982251]"
9448,3.0487869072391622,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9532759906 -48.7923867009  36.8542286792  48.2497270262
 -42.3485935415]"
9449,3.0480263539876966,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9533356786 -48.7933114585  36.8542704127  48.2496939626
 -42.3485709403]"
9450,3.047011020715916,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.953435712  -48.7948601805  36.8543403946  48.2496386002
 -42.3485330948]"
9451,3.0457732189813784,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9535778152 -48.7970606914  36.854439786   48.2495599437
 -42.3484793138]"
9452,3.045242657976894,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9536015802 -48.7974276391  36.854456445   48.2495468413
 -42.348470349 ]"
9453,3.0443492015456277,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9536603857 -48.79833588    36.8544976571  48.2495144118
 -42.3484481572]"
9454,3.0435115153155516,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9537214115 -48.7992783575  36.8545404273  48.2494807654
 -42.3484251272]"
9455,3.0424037967648045,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9538953636 -48.8019654164  36.8546623215  48.2493848379
 -42.3483594619]"
9456,3.0415113435297925,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9539077773 -48.80215755    36.8546710064  48.2493779789
 -42.3483547631]"
9457,3.0413964419365294,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9538998458 -48.8020351951  36.8546654418  48.2493823504
 -42.34835775  ]"
9458,3.0410980599999693,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9539186521 -48.8023257665  36.8546786142  48.2493719904
 -42.3483506421]"
9459,3.0405188285989615,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9539626994 -48.8030059051  36.8547094798  48.2493477463
 -42.3483340057]"
9460,3.0394503123341523,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9540560141 -48.804446382   36.8547748815  48.2492964094
 -42.3482987701]"
9461,3.038335661913402,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9541849746 -48.8064359495  36.8548653002  48.2492255405
 -42.3482500961]"
9462,3.037829754776206,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9541984097 -48.8066429117  36.8548747281  48.2492181814
 -42.3482450295]"
9463,3.037605007420492,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9542058762 -48.8067575026  36.8548799798  48.2492141223
 -42.3482422207]"
9464,3.0373998404309432,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.954218162  -48.8069464947  36.8548886082  48.2492074157
 -42.3482375901]"
9465,3.0367848617524746,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9542596701 -48.807585212   36.8549177504  48.2491847601
 -42.3482219339]"
9466,3.03615026295158,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9543547414 -48.8090494351  36.8549844683  48.2491327559
 -42.3481860639]"
9467,3.0356407358181254,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9543572359 -48.8090875225  36.854986223   48.2491314401
 -42.3481851165]"
9468,3.0353369141380524,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9543694878 -48.8092762077  36.8549948178  48.2491247591
 -42.3481804848]"
9469,3.0347656294698355,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9544157478 -48.809988795   36.8550272729  48.2490994813
 -42.3481630132]"
9470,3.0340274735994814,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9544903057 -48.811136803   36.8550795954  48.2490587792
 -42.3481348603]"
9471,3.033452464361282,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9545302453 -48.8117519583  36.8551076213  48.2490369508
 -42.3481197818]"
9472,3.0328846894335832,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9545801152 -48.8125198768  36.855142621   48.2490097125
 -42.3481009558]"
9473,3.0326928245842795,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9545945301 -48.8127417531  36.8551527394  48.2490018578
 -42.3480955105]"
9474,3.0320657998478047,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9546435147 -48.8134956605  36.8551871234  48.2489751979
 -42.348076996 ]"
9475,3.031776946673712,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9546675744 -48.813865837   36.8552040126  48.2489621357
 -42.3480678939]"
9476,3.031459364432803,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9546868056 -48.8141617395  36.8552175116  48.2489517009
 -42.3480606151]"
9477,3.0311887305602254,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9547026472 -48.8144053885  36.8552286307  48.2489431428
 -42.3480546077]"
9478,3.0310078349963634,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9547147816 -48.8145919817  36.855237148   48.2489366006
 -42.3480500022]"
9479,3.030824122760788,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9547229732 -48.8147179604  36.8552428971  48.2489321798
 -42.3480468941]"
9480,3.0300867019009607,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9547758204 -48.8155308148  36.855279988   48.2489036073
 -42.3480268602]"
9481,3.0298414589218527,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9548146794 -48.8161284172  36.8553072617  48.2488826172
 -42.3480121247]"
9482,3.0296066219337194,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9548212163 -48.8162291136  36.8553118499  48.2488790281
 -42.3480096633]"
9483,3.0294329390845234,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.954834365  -48.8164313933  36.855321079   48.248871893
 -42.3480046881]"
9484,3.0289820510036334,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9548740027 -48.8170409479  36.8553489007  48.2488504502
 -42.3479896717]"
9485,3.0285003120629694,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9549323551 -48.8179380509  36.8553898587  48.2488189449
 -42.3479675496]"
9486,3.028127173209271,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9549614731 -48.8183855393  36.8554102968  48.2488032683
 -42.3479564988]"
9487,3.0279949047256984,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9549668865 -48.818468483   36.855414097   48.2488004136
 -42.3479544294]"
9488,3.0278084590728214,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9549777485 -48.8186349804  36.8554217224  48.2487946584
 -42.3479502858]"
9489,3.027503084909119,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9549991335 -48.8189629082  36.8554367353  48.2487832849
 -42.3479421403]"
9490,3.02700417390686,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9550436786 -48.819646164   36.8554680068  48.2487595445
 -42.3479251865]"
9491,3.0266572189427907,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9550780513 -48.8201733965  36.8554921371  48.2487412138
 -42.3479121087]"
9492,3.0264609880901587,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9550904413 -48.8203634046  36.8555008351  48.2487346074
 -42.3479073957]"
9493,3.0262817820103654,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9551016176 -48.8205346822  36.8555086809  48.2487286658
 -42.3479031414]"
9494,3.026121835668072,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.95511227   -48.8206977251  36.8555161589  48.2487230513
 -42.3478990743]"
9495,3.0258055917207503,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9551444527 -48.8211901258  36.85553875    48.2487061433
 -42.3478867714]"
9496,3.0256082745600525,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9551516573 -48.8212999355  36.8555438065  48.2487024549
 -42.3478839933]"
9497,3.0255136522199417,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9551530154 -48.8213203319  36.8555447584  48.2487018353
 -42.3478834496]"
9498,3.0253355949459984,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.955159104  -48.8214126796  36.8555490278  48.2486988409
 -42.3478810674]"
9499,3.0251274721661034,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9551713405 -48.8215986646  36.8555576073  48.2486927376
 -42.3478762999]"
9500,3.02486847088402,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9551863738 -48.8218278121  36.8555681508  48.2486850824
 -42.3478704833]"
9501,3.0247252753949865,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9551948006 -48.821956566   36.8555740601  48.2486807289
 -42.3478672366]"
9502,3.024604085577585,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9552029215 -48.8220807471  36.8555797529  48.2486765261
 -42.3478641065]"
9503,3.0244537501906263,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9552122595 -48.8222234566  36.8555862947  48.248671742
 -42.3478604892]"
9504,3.024213608603641,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9552328567 -48.8225380391  36.8556007153  48.2486612946
 -42.3478524725]"
9505,3.0240054566044163,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9552390067 -48.822631902   36.8556050146  48.2486582368
 -42.3478500543]"
9506,3.0238659930063068,"[ 2.6236979687 -1.4832081238 -0.3019481449  2.6988672211 -1.5949990914, ... ,  31.9552413035 -48.8226667997  36.8556066105  48.2486571989
 -42.3478491118]"
